symbol,timeframe,net_pnl,max_drawdown,win_rate,profit_factor,trade_count,test_net_pnl,strategy_id
RB,1d,45200.069,-14472.345199999996,0.4368932038834951,1.5948066677441417,206,2678.5487999999923,tsmom_vol|both|1d|w3|sw0.006|br0.002|lb24|sl0.015|mh32|cd4|atr10|am2|ex12|mom24|vol24|th0.4|strict
RB,1d,45192.113805000125,-7755.477569999974,0.37681159420289856,2.869642933947766,69,3798.1052950000735,trend_failure|short|1d|w2|sw0.008|br0.003|lb24|sl0.015|mh32|cd4|signal
RB,1d,45192.113805000125,-7755.477569999974,0.37681159420289856,2.869642933947766,69,3798.1052950000735,trend_failure|short|1d|w2|sw0.008|br0.003|lb24|sl0.015|mh32|cd4|strict
RB,1d,45192.113805000125,-7755.477569999974,0.37681159420289856,2.869642933947766,69,3798.1052950000735,trend_failure|short|1d|w2|sw0.008|br0.003|lb24|sl0.015|mh32|cd4|aggressive
CJ,1d,45139.47542500011,-19075.0,0.15789473684210525,2.126912671029068,57,1656.543712500034,trend_failure|both|1d|w3|sw0.008|br0.003|lb24|sl0.015|mh64|cd4|signal
CJ,1d,45138.72035000012,-19075.0,0.15789473684210525,2.1268725783278377,57,1656.543712500034,trend_failure|both|1d|w3|sw0.004|br0.003|lb24|sl0.015|mh64|cd4|signal
HC,1d,44887.1833660001,-25659.389504999977,0.24509803921568626,2.048594038918711,102,11952.448621000005,trend_failure|both|1d|w3|sw0.004|br0.003|lb24|sl0.015|mh32|cd4|aggressive
HC,1d,44887.1833660001,-25659.389504999977,0.24509803921568626,2.048594038918711,102,11952.448621000005,trend_failure|both|1d|w3|sw0.004|br0.003|lb24|sl0.015|mh32|cd4|signal
HC,1d,44887.1833660001,-25659.389504999977,0.24509803921568626,2.048594038918711,102,11952.448621000005,trend_failure|both|1d|w3|sw0.004|br0.003|lb24|sl0.015|mh32|cd4|strict
SP,1d,44768.16099000008,-11475.833649999979,0.23809523809523808,2.6959559458025146,42,8487.125260000012,trend_failure|both|1d|w3|sw0.008|br0.0015|lb24|sl0.015|mh64|cd4|strict
